Title,Authors,Publication Year,Total Citations,Average per Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Uncultivated microbes reveal new CRISPR-Cas systems,"Cloney, Ross",2017,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dynamic enhancer-promoter interactions for transcriptional bursting,"Cloney, Ross",2016,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CANCER GENOMICS A catalogue of somatic mutations,"Koch, Linda",2016,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Regulating transgenerational epigenetics,"Waldron, Denise",2016,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Loss-of-function variants - not always what they seem,"Burgess, Darren J.",2016,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NON-CODING RNA Inheritance of diet-induced metabolic changes via tsRNAs,"Waldron, Denise",2016,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EPIGENETICS Bad Karma reduces palm oil yields,"Lieben, Liesbet",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GENOMICS Adding another dimension to gene regulation,"Koch, Linda",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Start me up: ways to encourage sharing of genomic information with research participants,"Angrist, Misha",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GENOME STABILITY Chromothripsis and micronucleus formation,"Waldron, Denise",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AGEING Heterochromatin disorganization associated with premature ageing,"Jones, Bryony",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GENETIC TESTING ACMG guides on the interpretation of sequence variants,"Bahcall, Orli G.",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SYNTHETIC BIOLOGY GMOs in lockdown,"Nunes-Alves, Claudio",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLECULAR EVOLUTION Decoupled transcription factor output?,"Burgess, Darren J.",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GENOMICS The best-laid plans of mice and men,"Koch, Linda",2015,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRISPR screening from both ways,"Lau, Esther",2014,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EPIGENETICS H3K27 methylation in transgenerational epigenetic memory,"Burgess, Darren J.",2014,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COMPLEX DISEASE Piecing together the puzzle of coronary artery disease,"Lau, Esther",2014,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Joining forces - asexual genome merger creates new allopolyploid species,"Jones, Bryony",2014,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MICROBIAL GENETICS Amplified origins of antibiotic resistance,"Burgess, Darren J.",2014,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
EVOLUTION Cancer drivers everywhere?,"Burgess, Darren J.",2014,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
EVOLUTION Transposons drive sex chromosome evolution,"Lokody, Isabel",2014,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CANCER GENOMICS A panoramic view of cancer,"Skipper, Magdalena",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SMALL RNAS RNAs attack!,"Stower, Hannah",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"New genes as drivers of phenotypic evolution (vol 14, pg 645, 2013)","Chen, Sidi; Krinsky, Benjamin H.; Long, Manyuan",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DISEASE GENETICS Double danger from mitochondrial mutations,"Burgess, Darren J.",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NON-CODING RNA Structure and function for lncRNAs,"Flintoft, Louisa",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gene expression Time flies thanks to Pol II pausing,"Burgess, Darren J.",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Forensic familial searching: scientific and social implications,"Garrison, Nanibaa' A.; Rohlfs, Rori V.; Fullerton, Stephanie M.",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"From neural development to cognition: unexpected roles for chromatin (vol 13, pg 347, 2013)","Ronan, Jehnna L.; Wu, Wei; Crabtree, Gerald R.",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SYNTHETIC BIOLOGY Quality and quantity,"Muers, Mary",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SYNTHETIC BIOLOGY A circuit to remember,"Flintoft, Louisa",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GENE REGULATION Enhancing the hunt for enhancers,"Flintoft, Louisa",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GENETIC SCREENS RNA-seq into the toolkit,"Burgess, Darren J.",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
EVOLUTION Genome pacemakers or ticking clocks?,"Muers, Mary",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EPIGENETICS Bacterial DNA methylation gets SMRT,"Burgess, Darren J.",2013,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DISEASE GENOMICS Associations go metagenome-wide,"Flintoft, Louisa",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SPLICING Waiting to be spliced,"Stower, Hannah",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SMALL RNAS piRNA surveillance in the C. elegans germline,"Stower, Hannah",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ADAPTATION Malarial bet hedging,"Casci, Tanita",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Protein-RNA interactions: new genomic technologies and perspectives (vol 13, pg 77, 2012)","Koenig, Julian; Zarnack, Kathi; Luscombe, Nicholas M.; Ule, Jernej",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
SYNTHETIC BIOLOGY Simplifying design,"Muers, Mary",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Europe and direct-to-consumer genetic tests,"Howard, Heidi Carmen; Borry, Pascal",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
EPIGENETICS Dynamic DNA methylation,"Stower, Hannah",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HUMAN GENETICS Pleiotropic mutations,"Stower, Hannah",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molecular spandrels: tests of adaptation at the genetic level (vol 12, pg 767, 2011)","Barrett, Rowan D. H.; Hoekstra, Hopi E.",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
GENE EXPRESSION Splicing steps aside to consider its options,"Burgess, Darren J.",2012,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Response to 'Gene-by-environment experiments: a new approach to finding the missing heritability' by van IJzendoorn et al.,"Thomas, Duncan",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
GENOMICS Getting personal and regional,"Burgess, Darren J.",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CANCER GENOMICS Translocation patterns revealed,"Burgess, Darren J.",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
QUANTITATIVE TRAITS Gender inequalities,"Casci, Tanita",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Ethics watch THE GI GENOME: ETHICAL IMPLICATIONS OF GENOME SEQUENCING IN THE MILITARY,"Allyse, Megan; Milner, Lauren C.; Cho, Mildred K.",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DISEASE GENETICS Converging models for autism,"Casci, Tanita",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
COMPLEX DISEASE Ups and downs at the MHC,"Muers, Mary",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Fission yeast compared and contrasted,"Muers, Mary",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Getting close to the action,"Muers, Mary",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
GENE - BASED THERAPIES Getting RNAi therapies to the brain,"Flintoft, Louisa",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DISEASE EPIGENOMICS A smoking gun,"Flintoft, Louisa",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
PHYLOGENOMICS Improving our family tree,"Casci, Tanita",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Developmental switches that hold the key to a revolution in crop biotechnology,"Ranganath, Rayasandram Muniyappa",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Tests of association for rare variants: case control mutation screening,"Tavtigian, Sean V.; Hashibe, Mia; Thomas, Alun",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EPIGENETICS Dad's diet lives on,"Flintoft, Louisa",2011,2,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
STEM CELLS Holding onto the memories,"Baumann, Kim",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
DNA METHYLATION Looking beyond promoters,"Flintoft, Louisa",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRANSCRIPTOMICS Throwing light on dark matter,"Flintoft, Louisa",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TRANSCRIPTION Shadow enhancers confer robustness,"Swami, Meera",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FUNCTIONAL GENOMICS Learning to prioritize,"Flintoft, Louisa",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HUMAN MICROBIOME A gut feeling for disease,"Flintoft, Louisa",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Population genetics: Reactive resistance,"Molloy, Sheilagh",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
EVOLUTION Illusions of conservation,"Muers, Mary",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Complex disease: Adding epigenetics to the mix,"Flintoft, Louisa",2010,2,0.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Non-invasive prenatal diagnosis: an ethical imperative Reply,"Schmitz, Dagmar; Netzer, Christian; Henn, Wolfram",2009,2,0.18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
GENOME STABILITY Pathways to integrity,"Muers, Mary",2009,2,0.18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Mitochondrial and plastid evolution in eukaryotes: an outsiders' perspective (vol 10, pg 495, 2009)","Gross, Jeferson; Bhattacharya, Debashish",2009,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COMPLEX DISEASE Schizophrenia: missing heritability found?,"Gunter, Chris",2009,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
EVOLUTION Turning up the heat,"Swami, Meera",2009,2,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SMALL RNAS Microbial metatranscriptomics goes deep,"Muers, Mary",2009,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SYSTEMS GENETICS Networking complex traits,"Swami, Meera",2009,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Animal models - Proteomics goes live in the mouse,"Flintoft, Louisa",2008,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Reply: LCN DNA: proof beyond reasonable doubt? a response,"McCartney, Carole",2008,2,0.17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Cancer genetics - Pigmentation and skin-cancer risk,"Vogan, Kyle",2008,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cooperation of signalling pathways in embryonic mammary gland development (vol 8, pg 963, 2007)","Robinson, Gertraud W.",2008,2,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Advances in autism genetics: on the threshold of a new neurobiology (vol 9, pg 341, 2008)","Abrahams, Brett S.; Geschwind, Daniel H.",2008,2,0.17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Reply: A universal classification of eukaryotic transposable elements implemented in Repbase,"Wicker, Thomas; Sabot, Francois; Hua-Van, Aurelie; Bennetzen, Jeffrey L.; Capy, Pierre; Chalhoub, Boulos; Flavell, Andrew; Leroy, Philippe; Morgante, Michele; Panaud, Olivier; Paux, Etienne; SanMiguel, Phillip; Schulman, Alan H.",2008,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNA world - Back and forth for microRNA regulation,"Flintoft, Louisa",2008,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ageing - Variety in old age,"Goymer, Patrick",2008,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RNA world - Making sense of antisense,"Flintoft, Louisa",2008,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Developmental biology - Retinoic acid passes the morphogen test,"Casci, Tanita",2008,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Association studies - The best of the rest,"Casci, Tanita",2007,2,0.15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cancer genetics - Networks uncover new cancer susceptibility suspect,"Goymer, Patrick",2007,2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gene regulation - The many paths to coexpression,"Flintoft, Louisa",2007,2,0.15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
New syndrome reconciles theories of ageing,"Goymer, Patrick",2007,2,0.15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Reply: Microsatellite markers for genome-wide association studies,"Jorgenson, Eric; Witte, John S.",2007,2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Web watch - Would Mendel have been a blogger?,"Skipper, Magdalena",2006,2,0.14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
No mickey-mouse phenomics,"Skipper, Magdalena",2006,2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The advantages of sex,"Campbell, N",2006,2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ethics watch - Policy barriers in coherent population-based research,"Knoppers, BM; Kent, A",2006,2,0.14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Epigenetics - Identical twins: epigenetics makes the difference,"Flintoft, L",2005,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ethics watch - Who regulates genetic tests?,"Wallace, HM",2005,2,0.13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Gene regulation - miRNAs: tuning Notch responses,"Kritikou, E",2005,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Genome evolution - Doubling or splicing: the intimate relationship,"Kritikou, E",2005,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bioinformatics - From genotype to phenotype: a shortcut through the library,"Flintoft, L",2005,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Do microarrays match up?,"Owens, J",2005,2,0.13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Emerging technologies for gene manipulation in Drosophila melanogaster (vol 6, pg 167, 2005)","Venken, KJT; Bellen, HJ",2005,2,0.13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ethics watch - Cloned embryos: in search of criteria to determine their moral status,"Pennings, G; de Wert, GMWR",2005,2,0.13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Encoded evidence: DNA in forensic analysis (vol 5, pg 739, 2004)","Jobling, MA; Gill, P",2005,2,0.13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gene networks - Epistasis in colour,"Casci, T",2005,2,0.13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
RNA interference - Silencing the sceptics,"Jones, D",2004,2,0.13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Timing is everything,"Campbell, N",2004,2,0.13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
A nineteenth-century experiment in human selective breeding,"Richards, M",2004,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gene networks go global,"Casci, T",2004,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Animal models - Forming attachments,"Wilson, N",2004,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gene regulation - Rewiring the circuitry,"Campbell, N",2004,2,0.13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Web watch - Human protein references database,"Wilson, N",2004,2,0.13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cloning - I smell a rat,"Campbell, N",2003,2,0.12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Total interconnectedness of everything,"Skipper, M",2003,2,0.12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Have our dreams been shattered?,"Skipper, M",2003,2,0.12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
An Olympic tail?,"Murray, TH",2003,2,0.12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Worms gang up on bacteria,"Jones, R",2002,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Free associations,"Casci, T",2002,2,0.11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Advice to governments: scientific give and take,"van Heyningen, V; Cox, DR",2002,2,0.11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ethics watch - Did eugenics ever die?,"Wertz, DC",2002,2,0.11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Developmental biology - Distal-less makes the leap,"Casci, T",2002,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
It takes two,"Marte, B",2002,2,0.11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Twin-track approach to fragile X,"Patterson, M",2002,2,0.11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DNA's new colours,"Casci, T",2001,2,0.11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Two-step regulation of asymmetry,"Patterson, M",2001,2,0.11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tiled arrays for gene hunting,"Dennis, C",2001,2,0.11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Shaping gradients,"Patterson, M",2001,2,0.11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Affairs of the heart,"Patterson, M",2001,2,0.11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Give me a break,"Patterson, M",2000,2,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arabidopsis 4, tomato 1","Casci, T",2000,2,0.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principles of gene regulation across tissues,"Burgess, Darren J.",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALTERNATIVE SPLICING A thermometer controlling gene expression,"Koch, Linda",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENE EXPRESSION Microglia - environment defines identity,"Trenkman, Michelle",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transitioning from association to causation with eQTLs,"Clyde, Dorothy",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linear INSIGHTs into non-coding DNA,"Starlingdepend, Shimona",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECdetect hunts extrachromosomal DNA,"Starling, Shimona",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barcoding the nucleus,"Clyde, Dorothy",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Host-pathogen duels revealed by dual RNA-seq in vivo,"Burgess, Darren J.",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In vivo gene editing in non-dividing cells,"Waldron, Denise",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The ins and outs of enhancer validation,"Koch, Linda",2017,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diving deep into the genome,"Waldron, Denise",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marine genomics goes viral,"Koch, Linda",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allele-specific genome editing of disease loci,"Waldron, Denise",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A global map of genetic interactions,"Burgess, Darren J.",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xist as a recruitment tool,"Waldron, Denise",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLANT GENOMICS 1001 genomes and epigenomes,"Koch, Linda",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHROMATIN Chromatin variation underLINEd,"Waldron, Denise",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Open questions in the study of de novo genes: what, how and why (vol 17, pg 567, 2016)","McLysaght, Aoife; Hurst, Laurence D.",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A space for transcriptomics,"Burgess, Darren J.",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Separate paths for epigenomes and genomes in cancer evolution?,"Burgess, Darren J.",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
METAGENOMICS Pathogen diagnostics for the masses,"Koch, Linda",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVOLUTIONARY GENETICS Haunted by the past - modern consequences of Neanderthal DNA,"Burgess, Darren J.",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Genetically-modified insects to combat vector-borne diseases - curtain rise or fall?,[Anonymous],2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CANCER GENOMICS A nucleosome footprint reveals the source of cfDNA,"Waldron, Denise",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNA REPAIR The cell cycle flavours of repair,"Zlotorynski, Eytan",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPIGENETICS Making marks in oocyte development,"Zuccala, Elizabeth",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPLEX TRAITS Repeat, repeat, repeat - gene expression variability explained","Lieben, Liesbet",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SNP location helps predict disease aetiology,"Lieben, Liesbet",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLECULAR GENETICS Through the cracked lens of cancer genomes,"Zuccala, Elizabeth",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHROMATIN Moving a TAD closer to unravelling chromosome architecture,"Osorio, Joana",2016,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECHNOLOGY Dropping in on single-cell epigenetic profiles,"Swami, Meera",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FUNCTIONAL GENOMICS The genetic essence of human cells,"Osorio, Joana",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FUNCTIONAL GENOMICS A novel CRISPR-Cas system for easier genome editing?,"Osorio, Joana",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GENE EXPRESSION Environmental noise control,"Waldron, Denise",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Integrating circadian dynamics with physiological processes in plants (vol 16, pg 598, 2015)","Greenham, Kathleen; McClung, C. Robertson",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CombiGEM - high-throughput identification of combinatorial gene effects,"Lieben, Liesbet",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANCER GENETICS The interloper,"Villanueva, M. Teresa",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MICROBIAL GENETICS C-parvum gets the CRISPR upgrade,"Zuccala, Elizabeth",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVOLUTIONARY GENETICS Becoming human - identifying human accelerated regulatory DNA,"Jones, Bryony",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VIRAL EVOLUTION Keeping a watchful eye on Ebola,"Attar, Naomi",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NON-CODING RNA X chromosome inactivation unravelled,"Zlotorynski, Eytan",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DISEASE GENETICS Network effects of disease mutations,"Burgess, Darren J.",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RNA Putting transcriptomics in its place,"Burgess, Darren J.",2015,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
