Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
The neuronal sortilin-related receptor SORL1 is genetically associated with Alzheimer disease,"Rogaeva, Ekaterina; Meng, Yan; Lee, Joseph H.; Gu, Yongjun; Kawarai, Toshitaka; Zou, Fanggeng; Katayama, Taiichi; Baldwin, Clinton T.; Cheng, Rong; Hasegawa, Hiroshi; Chen, Fusheng; Shibata, Nobuto; Lunetta, Kathryn L.; Pardossi-Piquard, Raphaelle; Bohm, Christopher; Wakutani, Yosuke; Cupples, L. Adrienne; Cuenco, Karen T.; Green, Robert C.; Pinessi, Lorenzo; Rainero, Innocenzo; Sorbi, Sandro; Bruni, Amalia; Duara, Ranjan; Friedland, Robert P.; Inzelberg, Rivka; Hampe, Wolfgang; Bujo, Hideaki; Song, You-Qiang; Andersen, Olav M.; Willnow, Thomas E.; Graff-Radford, Neill; Petersen, Ronald C.; Dickson, Dennis; Der, Sandy D.; Fraser, Paul E.; Schmitt-Ulms, Gerold; Younkin, Steven; Mayeux, Richard; Farrer, Lindsay A.; St George-Hyslop, Peter",,,,NATURE GENETICS,Feb-07,2007,39,2,168,177,,10.1038/ng1943,720,55.38,0,0,0,0,0,0,0,0,0,0,41,85,70,74,61,76,47,52,49,56,52
Low-penetrance susceptibility to breast cancer due to CHEK2*1100delC in noncarriers of BRCA1 or BRCA2 mutations,"Meijers-Heijboer, H; van den Ouweland, A; Klijn, J; Wasielewski, M; de Snoo, A; Oldenburg, R; Hollestelle, A; Houben, M; Crepin, E; van Veghel-Plandsoen, M; Elstrodt, F; van Duijn, C; Bartels, C; Meijers, C; Schutte, M; McGuffog, L; Thompson, D; Easton, DF; Sodha, N; Seal, S; Barfoot, R; Mangion, J; Chang-Claude, J; Eccles, D; Eeles, R; Evans, DG; Houlston, R; Murday, V; Narod, S; Peretz, T; Peto, J; Phelan, C; Zhang, HX; Szabo, C; Devilee, P; Goldgar, D; Futreal, PA; Nathanson, KL; Weber, BL; Rahman, N; Stratton, MR",CHEK2-Breast Canc Consortium,,,NATURE GENETICS,May-02,2002,31,1,55,59,,10.1038/ng879,720,40,0,0,0,0,0,24,47,78,45,64,46,52,36,55,40,36,28,31,29,34,36
Mixed linear model approach adapted for genome-wide association studies,"Zhang, Zhiwu; Ersoz, Elhan; Lai, Chao-Qiang; Todhunter, Rory J.; Tiwari, Hemant K.; Gore, Michael A.; Bradbury, Peter J.; Yu, Jianming; Arnett, Donna K.; Ordovas, Jose M.; Buckler, Edward S.",,,,NATURE GENETICS,Apr-10,2010,42,4,355,U118,,10.1038/ng.546,719,71.9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,35,50,63,78,116,122
"Exome sequencing identifies recurrent SPOP, FOXA1 and MED12 mutations in prostate cancer","Barbieri, Christopher E.; Baca, Sylvan C.; Lawrence, Michael S.; Demichelis, Francesca; Blattner, Mirjam; Theurillat, Jean-Philippe; White, Thomas A.; Stojanov, Petar; Van Allen, Eliezer; Stransky, Nicolas; Nickerson, Elizabeth; Chae, Sung-Suk; Boysen, Gunther; Auclair, Daniel; Onofrio, Robert C.; Park, Kyung; Kitabayashi, Naoki; MacDonald, Theresa Y.; Sheikh, Karen; Vuong, Terry; Guiducci, Candace; Cibulskis, Kristian; Sivachenko, Andrey; Carter, Scott L.; Saksena, Gordon; Voet, Douglas; Hussain, Wasay M.; Ramos, Alex H.; Winckler, Wendy; Redman, Michelle C.; Ardlie, Kristin; Tewari, Ashutosh K.; Mosquera, Juan Miguel; Rupp, Niels; Wild, Peter J.; Moch, Holger; Morrissey, Colm; Nelson, Peter S.; Kantoff, Philip W.; Gabriel, Stacey B.; Golub, Todd R.; Meyerson, Matthew; Lander, Eric S.; Getz, Gad; Rubin, Mark A.; Garraway, Levi A.",,,,NATURE GENETICS,Jun-12,2012,44,6,685,U107,,10.1038/ng.2279,716,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,94,113,119,106,118
Fundamentals of experimental design for cDNA microarrays,"Churchill, GA",,,,NATURE GENETICS,Dec-02,2002,32,,490,495,,10.1038/ng1031,716,39.78,0,0,0,0,0,4,41,63,85,89,72,64,55,48,46,32,29,27,21,18,6
Aconitase and mitochondrial iron-sulphur protein deficiency in Friedreich ataxia,"Rotig, A; deLonlay, P; Chretien, D; Foury, F; Koenig, M; Sidi, D; Munnich, A; Rustin, P",,,,NATURE GENETICS,Oct-97,1997,17,2,215,217,,10.1038/ng1097-215,716,31.13,1,19,51,51,50,53,30,29,23,23,31,39,30,37,41,33,38,32,27,22,15
A genome-wide association study of global gene expression,"Dixon, Anna L.; Liang, Liming; Moffatt, Miriam F.; Chen, Wei; Heath, Simon; Wong, Kenny C. C.; Taylor, Jenny; Burnett, Edward; Gut, Ivo; Farrall, Martin; Lathrop, G. Mark; Abecasis, Goncalo R.; Cookson, William O. C.",,,,NATURE GENETICS,Oct-07,2007,39,10,1202,1207,,10.1038/ng2109,715,55,0,0,0,0,0,0,0,0,0,0,0,69,94,116,79,89,72,60,51,32,23
Gene transfer by lentiviral vectors is limited by nuclear translocation and rescued by HIV-1 pol sequences,"Follenzi, A; Ailles, LE; Bakovic, S; Geuna, M; Naldini, L",,,,NATURE GENETICS,Jun-00,2000,25,2,217,+,,10.1038/76095,715,35.75,0,0,0,7,34,73,70,69,44,59,45,34,48,39,35,21,29,24,17,27,14
Obesity and impaired prohormone processing associated with mutations in the human prohormone convertase 1 gene,"Jackson, RS; Creemers, JWM; Ohagi, S; RaffinSanson, ML; Sanders, L; Montague, CT; Hutton, JC; ORahilly, S",,,,NATURE GENETICS,Jul-97,1997,16,3,303,306,,10.1038/ng0797-303,714,31.04,9,37,46,55,37,41,52,35,23,28,27,30,32,40,38,23,28,32,35,21,20
Diet and the evolution of human amylase gene copy number variation,"Perry, George H.; Dominy, Nathaniel J.; Claw, Katrina G.; Lee, Arthur S.; Fiegler, Heike; Redon, Richard; Werner, John; Villanea, Fernando A.; Mountain, Joanna L.; Misra, Rajeev; Carter, Nigel P.; Lee, Charles; Stone, Anne C.",,,,NATURE GENETICS,Oct-07,2007,39,10,1256,1260,,10.1038/ng2123,713,54.85,0,0,0,0,0,0,0,0,0,0,6,54,44,68,53,70,64,56,83,79,48
A stem cell-like chromatin pattern may predispose tumor suppressor genes to DNA hypermethylation and heritable silencing,"Ohm, Joyce E.; McGarvey, Kelly M.; Yu, Xiaobing; Cheng, Linzhao; Schuebel, Kornel E.; Cope, Leslie; Mohammad, Helai P.; Chen, Wei; Daniel, Vincent C.; Yu, Wayne; Berman, David M.; Jenuwein, Thomas; Pruitt, Kevin; Sharkis, Saul J.; Watkins, D. Neil; Herman, James G.; Baylin, Stephen B.",,,,NATURE GENETICS,Feb-07,2007,39,2,237,242,,10.1038/ng1972,713,54.85,0,0,0,0,0,0,0,0,0,0,29,66,78,81,75,82,66,61,41,45,49
Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease,"Nalls, Mike A.; Pankratz, Nathan; Lill, Christina M.; Do, Chuong B.; Hernandez, Dena G.; Saad, Mohamad; DeStefano, Anita L.; Kara, Eleanna; Bras, Jose; Sharma, Manu; Schulte, Claudia; Keller, Margaux F.; Arepalli, Sampath; Letson, Christopher; Edsall, Connor; Stefansson, Hreinn; Liu, Xinmin; Pliner, Hannah; Lee, Joseph H.; Cheng, Rong; Ikram, M. Arfan; Ioannidis, John P. A.; Hadjigeorgiou, Georgios M.; Bis, Joshua C.; Martinez, Maria; Perlmutter, Joel S.; Goate, Alison; Marder, Karen; Fiske, Brian; Sutherland, Margaret; Xiromerisiou, Georgia; Myers, Richard H.; Clark, Lorraine N.; Stefansson, Kari; Hardy, John A.; Heutink, Peter; Chen, Honglei; Wood, Nicholas W.; Houlden, Henry; Payami, Haydeh; Brice, Alexis; Scott, William K.; Gasser, Thomas; Bertram, Lars; Eriksson, Nicholas; Foroud, Tatiana; Singleton, Andrew B.",IPDG; GParkinson's Study Grp PSG Parkins; 23AndMe; GenePD; NGRC; HIHG; Ashkenazi Jewish Dataset Investiga; CHARGE; NABEC; UKBEC; Greek Parkinson's Dis Consortium; Alzheimer Genetic Analysis Gr,,,NATURE GENETICS,Sep-14,2014,46,9,989,+,,10.1038/ng.3043,712,118.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,161,182
Epigenetic stem cell signature in cancer,"Widschwendter, Martin; Fiegl, Heidi; Egle, Daniel; Mueller-Holzner, Elisabeth; Spizzo, Gilbert; Marth, Christian; Weisenberger, Daniel J.; Campan, Mihaela; Young, Joanne; Jacobs, Ian; Laird, Peter W.",,,,NATURE GENETICS,Feb-07,2007,39,2,157,158,,10.1038/ng1941,712,54.77,0,0,0,0,0,0,0,0,0,0,33,71,68,82,68,74,77,59,52,46,41
A variant in CDKAL1 influences insulin response and risk of type 2 diabetes,"Steinthorsdottir, Valgerdur; Thorleifsson, Gudmar; Reynisdottir, Inga; Benediktsson, Rafn; Jonsdottir, Thorbjorg; Walters, G. Bragi; Styrkarsdottir, Unnur; Gretarsdottir, Solveig; Emilsson, Valur; Ghosh, Shyamali; Baker, Adam; Snorradottir, Steinunn; Bjarnason, Hjordis; Ng, Maggie C. Y.; Hansen, Torben; Bagger, Yu; Wilensky, Robert L.; Reilly, Muredach P.; Adeyemo, Adebowale; Chen, Yuanxiu; Zhou, Jie; Gudnason, Vilmundur; Chen, Guanjie; Huang, Hanxia; Lashley, Kerrie; Doumatey, Ayo; So, Wing-Yee; Ma, Ronald C. Y.; Andersen, Gitte; Borch-Johnsen, Knut; Jorgensen, Torben; van Vliet-Ostaptchouk, Jana V.; Hofker, Marten H.; Wijmenga, Cisca; Christiansen, Claus; Rader, Daniel J.; Rotimi, Charles; Gurney, Mark; Chan, Juliana C. N.; Pedersen, Oluf; Sigurdsson, Gunnar; Gulcher, Jeffrey R.; Thorsteinsdottir, Unnur; Kong, Augustine; Stefansson, Kari",,,,NATURE GENETICS,Jun-07,2007,39,6,770,775,,10.1038/ng2043,709,54.54,0,0,0,0,0,0,0,0,0,0,44,127,109,83,65,60,44,44,41,33,31
Impaired stress response and reduced anxiety in mice lacking a functional corticotropin-releasing hormone receptor 1,"Timpl, P; Spanagel, R; Sillaber, I; Kresse, A; Reul, JMHM; Stalla, GK; Blanquet, V; Steckler, T; Holsboer, F; Wurst, W",,,,NATURE GENETICS,Jun-98,1998,19,2,162,166,,10.1038/520,707,32.14,0,5,32,43,51,51,52,57,47,37,31,34,34,25,30,41,32,25,16,18,17
Genome-wide association of early-onset myocardial infarction with single nucleotide polymorphisms and copy number variants,"Kathiresan, Sekar; Altschuler, David; Anand, Sonia; Ardissino, Diego; Asselta, Rosanna; Ball, Stephen G.; Balmforth, Anthony J.; Berger, Klaus; Berglund, Goran; Bernardi, Francesco; Bernardinelli, Luisa; Berzuini, Carlo; Braund, Peter S.; Burnett, Mary-Susan; Burtt, Noel; Cambien, Francois; Casari, Giorgio; Celli, Patrizia; Chen, Zhen; Corrocher, Roberto; Daly, Mark J.; Deloukas, Panos; Devaney, Joe; Do, Ron; Duga, Stefano; Elosua, Roberto; Engert, James C.; Epstein, Stephen E.; Erdmann, Jeanette; Ferrario, Maurizio; Fetiveau, Raffaela; Fischer, Marcus; Friedlander, Yechiel; Gabriel, Stacey B.; Galli, Michele; Gianniny, Lauren; Girelli, Domenico; Grosshennig, Anika; Guiducci, Candace; Hakonarson, Hakon H.; Hall, Alistair S.; Havulinna, Aki S.; Hengstenberg, Christian; Hirschhorn, Joel N.; Holm, Hilma; Huge, Andreas; Kent, Kenneth M.; Konig, Inke R.; Korn, Joshua M.; Li, Mingyao; Lieb, Wolfgang; Lindsay, Joseph M.; Linsel-Nitschke, Patrick; Lucas, Gavin; MacRae, Calum A.; Mannucci, Pier M.; Marrugat, Jaume; Martinelli, Nicola; Marziliano, Nicola; Matthai, William; McCarroll, Steven A.; McKeown, Pascal P.; Meigs, James B.; Melander, Olle; Merlini, Pier Angelica; Mirel, Daniel; Morgan, Thomas; Musunuru, Kiran; Nathan, David M.; Nemesh, James; O'Donnell, Christopher J.; Olivieri, Oliviero; Ouwehand, Willem; Parkin, Melissa; Patterson, Chris C.; Peltonen, Leena; Peyvandi, Flora; Piazza, Alberto; Pichard, Augusto D.; Preuss, Michael; Purcell, Shaun; Qasim, Atif; Rader, Daniel J.; Ramos, Rafael; Reilly, Muredach P.; Ribichini, Flavio; Rossi, Marco; Sala, Joan; Salomaa, Veikko; Samani, Nilesh J.; Satler, Lowell; Scheffold, Thomas; Scholz, Michael; Schreiber, Stefan; Schunkert, Heribert; Schwartz, Stephen M.; Siscovick, David S.; Spertus, John A.; Spreafico, Marta; Stark, Klaus; Stefansson, Kari; Stoll, Monika; Subirana, Isaac; Surti, Aarti; Thompson, John R.; Thorleifsson, Gudmar; Thorsteinsdottir, Unnur; Tubaro, Marco; Voight, Benjamin F.; Waksman, Ron; Wichmann, H-Erich; Wilensky, Robert; Williams, Gordon; Wright, Benjamin J.; Xie, Changchun; Yee, Jean; Ziegler, Andreas; Zonzin, Pietro",Myocardial Infarction Genetics Consortium,,,NATURE GENETICS,Mar-09,2009,41,3,334,341,,10.1038/ng.327,706,64.18,0,0,0,0,0,0,0,0,0,0,0,0,18,85,108,94,68,59,76,69,61
A pore mutation in a novel KQT-like potassium channel gene in an idiopathic epilepsy family,"Charlier, C; Singh, NA; Ryan, SG; Lewis, TB; Reus, BE; Leach, RJ; Leppert, M",,,,NATURE GENETICS,Jan-98,1998,18,1,53,55,,10.1038/ng0198-53,706,32.09,0,24,70,78,55,54,42,37,31,36,24,32,25,22,24,27,29,18,22,19,11
Inactivating mutations of the histone methyltransferase gene EZH2 in myeloid disorders,"Ernst, Thomas; Chase, Andrew J.; Score, Joannah; Hidalgo-Curtis, Claire E.; Bryant, Catherine; Jones, Amy V.; Waghorn, Katherine; Zoi, Katerina; Ross, Fiona M.; Reiter, Andreas; Hochhaus, Andreas; Drexler, Hans G.; Duncombe, Andrew; Cervantes, Francisco; Oscier, David; Boultwood, Jacqueline; Grand, Francis H.; Cross, Nicholas C. P.",,,,NATURE GENETICS,Aug-10,2010,42,8,722,U109,,10.1038/ng.621,705,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,105,110,76,81,98,65
A frameshift mutation in MC4R associated with dominantly inherited human obesity,"Yeo, GSH; Farooqi, IS; Aminian, S; Halsall, DJ; Stanhope, RC; O'Rahilly, S",,,,NATURE GENETICS,Oct-98,1998,20,2,111,112,,10.1038/2404,704,32,0,1,33,63,43,43,50,39,35,47,28,26,39,33,32,23,30,29,24,20,29
Correlation between severity and SMN protein level in spinal muscular atrophy,"Lefebvre, S; Burlet, P; Liu, Q; Bertrandy, S; Clermont, O; Munnich, A; Dreyfuss, G; Melki, J",,,,NATURE GENETICS,Jul-97,1997,16,3,265,269,,10.1038/ng0797-265,704,30.61,5,27,32,38,26,25,11,28,26,22,24,34,33,45,45,44,41,38,32,25,56
Fine-scale structural variation of the human genome,"Tuzun, E; Sharp, AJ; Bailey, JA; Kaul, R; Morrison, VA; Pertz, LM; Haugen, E; Hayden, H; Albertson, D; Pinkel, D; Olson, MV; Eichler, EE",,,,NATURE GENETICS,Jul-05,2005,37,7,727,732,,10.1038/ng1562,702,46.8,0,0,0,0,0,0,0,0,13,70,86,91,91,83,57,48,49,27,26,21,16
Dysregulation of the TSC-mTOR pathway in human disease,"Inoki, K; Corradetti, MN; Guan, KL",,,,NATURE GENETICS,Jan-05,2005,37,1,19,24,,10.1038/ng1494,702,46.8,0,0,0,0,0,0,0,0,20,66,60,54,58,81,68,47,55,37,36,43,33
Nuclear organization of active and inactive chromatin domains uncovered by chromosome conformation capture-on-chip (4C),"Simonis, Marieke; Klous, Petra; Splinter, Erik; Moshkin, Yuri; Willemsen, Rob; de Wit, Elzo; van Steensel, Bas; de Laat, Wouter",,,,NATURE GENETICS,Nov-06,2006,38,11,1348,1354,,10.1038/ng1896,700,50,0,0,0,0,0,0,0,0,0,0,29,43,45,60,67,76,67,59,61,63,53
Defining the role of common variation in the genomic and biological architecture of adult human height,"Wood, Andrew R.; Esko, Tonu; Yang, Jian; Vedantam, Sailaja; Pers, Tune H.; Gustafsson, Stefan; Chun, Audrey Y.; Estrada, Karol; Luan, Jian'an; Kutalik, Zoltan; Amin, Najaf; Buchkovich, Martin L.; Croteau-Chonka, Damien C.; Day, Felix R.; Duan, Yanan; Fall, Tove; Fehrmann, Rudolf; Ferreira, Teresa; Jackson, Anne U.; Karjalainen, Juha; Lo, Ken Sin; Locke, Adam E.; Maegi, Reedik; Mihailov, Evelin; Porcu, Eleonora; Randall, Joshua C.; Scherag, Andre; Vinkhuyzen, Anna A. E.; Westra, Harm-Jan; Winkler, Thomas W.; Workalemahu, Tsegaselassie; Zhao, Jing Hua; Absher, Devin; Albrecht, Eva; Anderson, Denise; Baron, Jeffrey; Beekman, Marian; Demirkan, Ayse; Ehret, Georg B.; Feenstra, Bjarke; Feitosa, Mary F.; Fischer, Krista; Fraser, Ross M.; Goel, Anuj; Gong, Jian; Justice, Anne E.; Kanoni, Stavroula; Kleber, Marcus E.; Kristiansson, Kati; Lim, Unhee; Lotay, Vaneet; Lui, Julian C.; Mangino, Massimo; Leach, Irene Mateo; Medina-Gomez, Carolina; Nalls, Michael A.; Nyholt, Dale R.; Palmer, Cameron D.; Pasko, Dorota; Pechlivanis, Sonali; Prokopenko, Inga; Ried, Janina S.; Ripke, Stephan; Shungin, Dmitry; Stancakova, Alena; Strawbridge, Rona J.; Sung, Yun Ju; Tanaka, Toshiko; Teumer, Alexander; Trompet, Stella; van der Laan, Sander W.; van Setten, Jessica; Van Vliet-Ostaptchouk, Jana V.; Wang, Zhaoming; Yengo, Loic; Zhang, Weihua; Afzal, Uzma; Arnloev, Johan; Arscott, Gillian M.; Bandinelli, Stefania; Barrett, Amy; Bellis, Claire; Bennett, Amanda J.; Berne, Christian; Blueher, Matthias; Bolton, Jennifer L.; Boettcher, Yvonne; Boyd, Heather A.; Bruinenberg, Marcel; Buckley, Brendan M.; Buyske, Steven; Caspersen, Ida H.; Chines, Peter S.; Clarke, Robert; Claudi-Boehm, Simone; Cooper, Matthew; Daw, E. Warwick; De Jong, Pim A.; Deelen, Joris; Delgado, Graciela; Denny, Josh C.; Dhonukshe-Rutten, Rosalie; Dimitriou, Maria; Doney, Alex S. F.; Doerr, Marcus; Eklund, Niina; Eury, Elodie; Folkersen, Lasse; Garcia, Melissa E.; Geller, Frank; Giedraitis, Vilmantas; Go, Alan S.; Grallert, Harald; Grammer, Tanja B.; Graessler, Juergen; Groenberg, Henrik; de Groot, Lisette C. P. G. M.; Groves, Christopher J.; Haessler, Jeffrey; Hall, Per; Haller, Toomas; Hallmans, Goran; Hannemann, Anke; Hartman, Catharina A.; Hassinen, Maija; Hayward, Caroline; Heard-Costa, Nancy L.; Helmer, Quinta; Hemani, Gibran; Henders, Anjali K.; Hillege, Hans L.; Hlatky, Mark A.; Hoffmann, Wolfgang; Hoffmann, Per; Holmen, Oddgeir; Houwing-Duistermaat, Jeanine J.; Illig, Thomas; Isaacs, Aaron; James, Alan L.; Jeff, Janina; Johansen, Bent; Johansson, Asa; Jolley, Jennifer; Juliusdottir, Thorhildur; Junttila, Juhani; Kho, Abel N.; Kinnunen, Leena; Klopp, Norman; Kocher, Thomas; Kratzer, Wolfgang; Lichtner, Peter; Lind, Lars; Lindstroem, Jaana; Lobbens, Stephane; Lorentzon, Mattias; Lu, Yingchang; Lyssenko, Valeriya; Magnusson, Patrik K. E.; Mahajan, Anubha; Maillard, Marc; McArdle, Wendy L.; McKenzie, Colin A.; McLachlan, Stela; McLaren, Paul J.; Menni, Cristina; Merger, Sigrun; Milani, Lili; Moayyeri, Alireza; Monda, Keri L.; Morken, Mario A.; Mueller, Gabriele; Mueller-Nurasyid, Martina; Musk, Arthur W.; Narisu, Narisu; Nauck, Matthias; Nolte, Ilja M.; Noethen, Markus M.; Oozageer, Laticia; Pilz, Stefan; Rayner, Nigel W.; Renstrom, Frida; Robertson, Neil R.; Rose, Lynda M.; Roussel, Ronan; Sanna, Serena; Scharnagl, Hubert; Scholtens, Salome; Schumacher, Fredrick R.; Schunkert, Heribert; Scott, Robert A.; Sehmi, Joban; Seufferlein, Thomas; Shin, Jianxin; Silventoinen, Karri; Smit, Johannes H.; Smith, Albert Vernon; Smolonska, Joanna; Stanton, Alice V.; Stirrups, Kathleen; Stott, David J.; Stringham, Heather M.; Sundstrom, Johan; Swertz, Morris A.; Syvanen, Ann-Christine; Tayo, Bamidele O.; Thorleifsson, Gudmar; Tyrer, Jonathan P.; van Dijk, Suzanne; van Schoor, Natasja M.; van der Velde, Nathalie; van Heemst, Diana; van Oort, Floor V. A.; Vermeulen, Sita H.; Verweij, Niek; Vonk, Judith M.; Waite, Lindsay L.; Waldenberger, Melanie; Wennauer, Roman; Wilkens, Lynne R.; Willenborg, Christina; Wilsgaard, Tom; Wojczynski, Mary K.; Wong, Andrew; Wright, Alan F.; Zhang, Qunyuan; Arveiler, Dominique; Bakker, Stephan J. L.; Beilby, John; Bergman, Richard N.; Bergmann, Sven; Biffar, Reiner; Blangero, John; Boomsma, Dorret I.; Bornstein, Stefan R.; Bovet, Pascal; Brambilla, Paolo; Brown, Morris J.; Campbell, Harry; Caulfield, Mark J.; Chakravarti, Aravinda; Collins, Rory; Collins, Francis S.; Crawford, Dana C.; Cupples, L. Adrienne; Danesh, John; de Faire, Ulf; den Ruijter, Hester M.; Erbel, Raimund; Erdmann, Jeanette; Eriksson, Johan G.; Farrall, Martin; Ferrannini, Ele; Ferrieres, Jean; Ford, Ian; Forouhi, Nita G.; Forrester, Terrence; Gansevoort, Ron T.; Gejman, Pablo V.; Gieger, Christian; Golay, Alain; Gottesman, Omri; Gudnason, Vilmundur; Gyllensten, Ulf; Haas, David W.; Hall, Alistair S.; Harris, Tamara B.; Hattersley, Andrew T.; Heath, Andrew C.; Hengstenberg, Christian; Hicks, Andrew A.; Hindorff, Lucia A.; Hingorani, Aroon D.; Hofman, Albert; Hovingh, G. Kees; Humphries, Steve E.; Hunt, Steven C.; Hypponen, Elina; Jacobs, Kevin B.; Jarvelin, Marjo-Riitta; Jousilahti, Pekka; Jula, Antti M.; Kaprio, Jaakko; Kastelein, John J. P.; Kayser, Manfred; Kee, Frank; Keinanen-Kiukaanniemi, Sirkka M.; Kiemeney, Lambertus A.; Kooner, Jaspal S.; Kooperberg, Charles; Koskinen, Seppo; Kovacs, Peter; Kraja, Aldi T.; Kumari, Meena; Kuusisto, Johanna; Lakka, Timo A.; Langenberg, Claudia; Le Marchand, Loic; Lehtimaki, Terho; Lupoli, Sara; Madden, Pamela A. F.; Mannisto, Satu; Manunta, Paolo; Marette, Andre; Matise, Tara C.; McKnight, Barbara; Meitinger, Thomas; Moll, Frans L.; Montgomery, Grant W.; Morris, Andrew D.; Morris, Andrew P.; Murray, Jeffrey C.; Nelis, Mari; Ohlsson, Claes; Oldehinkel, Albertine J.; Ong, Ken K.; Ouwehand, Willem H.; Pasterkamp, Gerard; Peters, Annette; Pramstaller, Peter P.; Price, Jackie F.; Qi, Lu; Raitakari, Olli T.; Rankinen, Tuomo; Rao, D. C.; Rice, Treva K.; Ritchie, Marylyn; Rudan, Igor; Salomaa, Veikko; Samani, Nilesh J.; Saramies, Jouko; Sarzynski, Mark A.; Schwarz, Peter E. H.; Sebert, Sylvain; Sever, Peter; Shuldiner, Alan R.; Sinisalo, Juha; Steinthorsdottir, Valgerdur; Stolk, Ronald P.; Tardif, Jean-Claude; Toenjes, Anke; Tremblay, Angelo; Tremoli, Elena; Virtamo, Jarmo; Vohl, Marie-Claude; Amouyel, Philippe; Asselbergs, Folkert W.; Assimes, Themistocles L.; Bochud, Murielle; Boehm, Bernhard O.; Boerwinkle, Eric; Bottinger, Erwin P.; Bouchard, Claude; Cauchi, Stephane; Chambers, John C.; Chanock, Stephen J.; Cooper, Richard S.; de Bakker, Paul I. W.; Dedoussis, George; Ferrucci, Luigi; Franks, Paul W.; Froguel, Philippe; Groop, Leif C.; Haiman, Christopher A.; Hamsten, Anders; Hayes, M. Geoffrey; Hui, Jennie; Hunter, David J.; Hveem, Kristian; Jukema, J. Wouter; Kaplan, Robert C.; Kivimaki, Mika; Kuh, Diana; Laakso, Markku; Liu, Yongmei; Martin, Nicholas G.; Maerz, Winfried; Melbye, Mads; Moebus, Susanne; Munroe, Patricia B.; Njolstad, Inger; Oostra, Ben A.; Palmer, Colin N. A.; Pedersen, Nancy L.; Perola, Markus; Perusse, Louis; Peters, Ulrike; Powell, Joseph E.; Power, Chris; Quertermous, Thomas; Rauramaa, Rainer; Reinmaa, Eva; Ridker, Paul M.; Rivadeneira, Fernando; Rotter, Jerome I.; Saaristo, Timo E.; Saleheen, Danish; Schlessinger, David; Slagboom, P. Eline; Snieder, Harold; Spector, Tim D.; Strauch, Konstantin; Stumvoll, Michael; Tuomilehto, Jaakko; Uusitupa, Matti; van der Harst, Pim; Voelzke, Henry; Walker, Mark; Wareham, Nicholas J.; Watkins, Hugh; Wichmann, H-Erich; Wilson, James F.; Zanen, Pieter; Deloukas, Panos; Heid, Iris M.; Lindgren, Cecilia M.; Mohlke, Karen L.; Speliotes, Elizabeth K.; Thorsteinsdottir, Unnur; Barroso, Ines; Fox, Caroline S.; North, Kari E.; Strachan, David P.; Beckmann, Jacques S.; Berndt, Sonja I.; Boehnke, Michael; Borecki, Ingrid B.; McCarthy, Mark I.; Metspalu, Andres; Stefansson, Kari; Uitterlinden, Andre G.; van Duijn, Cornelia M.; Franke, Lude; Willer, Cristen J.; Price, Alkes L.; Lettre, Guillaume; Loos, Ruth J. F.; Weedon, Michael N.; Ingelsson, Erik; O'Connell, Jeffrey R.; Abecasis, Goncalo R.; Chasman, Daniel I.; Goddard, Michael E.; Visscher, Peter M.; Hirschhorn, Joel N.; Frayling, Timothy M.",Elect Med Records & Genom eMERGE C; MIGen Consortium; PAGE Consortium; LifeLines Cohort Study,,,NATURE GENETICS,Nov-14,2014,46,11,1173,1186,,10.1038/ng.3097,698,116.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,159,198
